Dagnr,DIENSTREGELPUNT_VAN,DIENSTREGELPUNT_NAAR,KLANTHINDERINMINUTEN,KLANTHINDERNAAM,BEWEGINGNUMMER,MONITORINGSTEGELOMSCHRIJVING,TOELICHTING,AANTAL_OPGEHEVEN_NS_TREINEN
1,Esta,Ktr,75,3. Hinder,59613,Werkproces Treindienstleider,,0
10,Ah,Zp,90,3. Hinder,7675,Aanpassing DRGL op verzoek van de vervoerder,,4
22,Hrl,Lg,120,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
16,Dr,Rh,120,3. Hinder,-1,Defect materieel,,4
10,Ledn,Ut,60,3. Hinder,8867,Aanpassing DRGL op verzoek van de vervoerder,,5
14,Dz,Gn,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
15,Zvt,Hlm,2610,1. Zeer veel hinder,25476,Aanpassing DRGL op verzoek van de vervoerder,,87
12,Hlm,Zvt,60,3. Hinder,5489,Aanpassing DRGL op verzoek van de vervoerder,,2
27,Hfdo,Hfd,60,3. Hinder,74349,Aanpassing DRGL op verzoek van de vervoerder,,4
11,Dv,Apd,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
21,Hrl,Lg,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
13,Hshfdo,Hshmdo,84,3. Hinder,9264,Defect materieel,,1
13,Tb,Tbu,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
17,Spa,Dvgea,620,3. Hinder,-1,Defect materieel,,17
27,Asd,Rtd,60,3. Hinder,4023,Herplanning (materieel niet of laat beschikbaar),,2
7,Apd,Dv,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
4,Wgm,Wgm,60,3. Hinder,80740,Defect materieel,,2
13,Rm,Smz,150,3. Hinder,-1,Defect materieel,,0
7,Vl,Lutdsm,105,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
24,Ut,Utwa,60,3. Hinder,8816,Defect materieel,,4
25,Hrl,Mt,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
17,Rsd,Bd,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
25,Ddr,Gdm,60,3. Hinder,7261,Aanpassing DRGL op verzoek van de vervoerder,,0
27,Rtd,Ddr,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
21,Rd,Gn,60,3. Hinder,-1,Defect materieel,,0
5,Vlgr,Vl,60,3. Hinder,20082,Aanpassing DRGL op verzoek van de vervoerder,,0
28,Rsn,Aml,60,3. Hinder,7075,Afwezigheid personeel,,2
28,Zp,Ww,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
29,Hdg,Lw,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
2,Dv,Apd,60,3. Hinder,7030,Aanpassing DRGL op verzoek van de vervoerder,,2
23,Lw,Hdg,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
6,Vlgr,Vl,40,3. Hinder,-1,Gereedmaken trein/ geen wagenlijst,,0
11,Tb,Tbu,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
13,Amf,Amfs,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
23,Btl,Ehv,60,3. Hinder,4445,Aanpassing DRGL op verzoek van de vervoerder,,2
27,Alm,Asd,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
6,Odzg,Hgl,60,3. Hinder,20354,Aanpassing DRGL op verzoek van de vervoerder,,0
14,Br,Mvtw,45,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
3,Almm,Alm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
11,Asd,Ut,90,3. Hinder,77471,Aanpassing DRGL op verzoek van de vervoerder,,4
5,Vlgr,Vl,60,3. Hinder,20078,Aanpassing DRGL op verzoek van de vervoerder,,0
17,Vl,Vl,46,3. Hinder,3770,Gereedmaken trein/ geen wagenlijst,,0
19,Asd,Alm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
27,Zp,Ww,60,3. Hinder,-1,Afwezigheid personeel,,0
20,Hdg,Bp,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
7,Ah,Wf,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
23,Br,Gkgf,66,3. Hinder,-1,Defect materieel,,0
1,Mvtww,Mvtww,45,3. Hinder,-1,Werkproces rijdend personeel,,0
7,Nm,Ah,60,3. Hinder,3176,Aanpassing DRGL op verzoek van de vervoerder,,2
2,Apd,Zp,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
6,Wdvb,Sda,145,3. Hinder,-1,Defect materieel,,0
28,Odzg,Rsdg,90,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,3
4,Vlgr,Vl,180,3. Hinder,20080,Vertraging veroorzaakt door andere IM / Terminal,,0
14,Std,Hrl,120,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
13,Vlgr,Vl,221,3. Hinder,-1,Werkproces rijdend personeel,,0
17,Awhvg,Hrp,540,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,54
23,Dvgea,Dv,45,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
10,Cl,Gdm,62,3. Hinder,-1,Defect materieel,,0
6,Vlgr,Vl,60,3. Hinder,20060,Afwezigheid personeel,,0
23,Lw,Lw,96,3. Hinder,-1,Defect materieel,,0
30,Ddr,Gr,60,3. Hinder,7149,Defect materieel,,0
5,Gvc,Ledn,90,3. Hinder,3330,Aanpassing DRGL op verzoek van de vervoerder,,5
26,Mvt,Zvg,75,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
24,Amf,Avat,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
13,Hsbdgo,Hsbda,53,3. Hinder,9303,STS passage / Bijna Aanrijding,Hert langs de baan ,0
24,Whz,Zvg,210,3. Hinder,43307,Vertraging veroorzaakt door andere IM / Terminal,CMBO,0
5,Rm,Mbt,252,3. Hinder,3938,Spoor of wissels,RM-MBT: defect sp Sp-HA / Spoorweb-id: 988016Machinist 3938 meldt mogelijke spoorverzakking thv 43.1 - 43.2,8
18,Rhn,Ut,90,3. Hinder,7340,Defect materieel,VNDC: def mat tr 7340 / Spoorweb-id: 993442,4
30,Zvt,Hlm,2610,1. Zeer veel hinder,25476,Aanpassing DRGL op verzoek van de vervoerder,ivm weer,87
28,Nnvbr,Wm,40,3. Hinder,707467,Defect materieel,ATB,1
11,Hil,Lis,70,3. Hinder,2143,Storing overwegen,LEDN-LIS: def mat tr 6343 / Spoorweb-id: 990420,2
27,Gd,Hgwbr,82,3. Hinder,634,Defect materieel,Met technische storing tot stilstand gekomen in wisselstraat gouda.,2
22,Hrla,Hrl,75,3. Hinder,32012,Conflicten/aanpassingen Dienstregeling,komt niet vrij op sp 201,0
18,Wsm,Bf,77,3. Hinder,-2,Spoor of wissels,WSM-BF: defect sp / Spoorweb-id: 993483,0
9,Ndb,Bsmz,71,3. Hinder,14963,Defect materieel,CR-NDB: def mat tr 14963 / Spoorweb-id: 989803tractie problemen,2
13,Bd,Bda,92,3. Hinder,-2,Energievoorziening (bovenleiding),"BD: sectie sto Sec-1022BT / Spoorweb-id: 9914403 KV uitval op emplacement Bd, hierdoor achtergebleven sectiestoring in sectie Bd$1022CTHierdoor alle ovw Bd - Zlw gestoord (ovw 2.8, 3.4, 3.8, 13.8)",0
3,Nwki,Nwk,90,3. Hinder,-2,Spoor of wissels,"Gescheurd puntstuk met een Quickscan.MKS-BO meldde TRDL dat op last van de inspecteur Baan wissel 295A te NWKI niet harder dan 40 km/u bereden mocht worden. De TRDL heeft daarvoor de veiligheidsmaatregelen genomen en het treinverkeer kon blijven rijden. Met een prio 2 ging een storingsploeg ter plaatse. Deze constateerde een uur na de eerste melding van MKS-BO dat het niet wissel 295A, maar wissel 295B moest zijn. De TRDL heeft direct de veiligheidsmaatregelen aangepast. Dit betekent echter dat er een uur lang te hard over het defecte wissel is gereden door verkeerde informatie aan de TRDL.",3
13,Hlm,Asd,60,3. Hinder,4848,Defect materieel,HLM: def mat tr 4848 / Spoorweb-id: 991465,2
17,Ws,Sda,272,3. Hinder,-2,Spoor of wissels,WSM: wl sto S-150 / Spoorweb-id: 993080,0
19,Zvb,Mabr,178,3. Hinder,48570,Gebouwen/kunstwerken,"ZVB-ODB: brug sto Ovw-9.2 / Spoorweb-id: 993711Scherm brugbediening niet te gebruiken. Geprobeerd in en uit te loggen. Kort te bedienen, vervolgens brug in storing. Bovenleiding wel spanningsloos. Weer in -en uitgelogd en brug snel gesloten. Scherm weer onbedienbaar maar brug beschikbaar voor treinverkeer, bovenleiding onder spanning.Silstaande treinen zorgen voor verschillende overwegstoringen",4
24,Bott,Bot,55,3. Hinder,60620,Spoor of wissels,ivm sctiestoring op hoofdbaan rijd verkeer over emplacement m‚t geel knipper,0
1,Rb,Bgn,80,3. Hinder,2261,(problemen met) Reizigers,BGN: reizigers gedrag tr 2261 / Spoorweb-id: 986419Trein 2261 moest erg lang wachten op OHD,2
10,Hlm,Zvt,2610,1. Zeer veel hinder,-2,Aanpassing DRGL op verzoek van de vervoerder,Geen extra treinen,88
28,Lek,Cl,60,3. Hinder,6717,Defect materieel,LEK-GDM: def mat tr 6717 / Spoorweb-id: 997798,2
22,Odzg,Hgl,120,3. Hinder,20382,Afwezigheid personeel,tekort personeel,0
5,Ot,Tba,194,3. Hinder,6438,STS passage / Bijna Aanrijding,man op scooter sprong er van af en voor de trein maar miste net. EI 6 werd uitgebreid en EI 8 voor de ovw,4
27,Ddr,Ddzd,153,3. Hinder,6664,Defect materieel,deurproblemen,4
19,Rsd,Etn,325,3. Hinder,-2,Beveiligingsinstallaties,"RSD: sectie sto Sec-73T / Spoorweb-id: 993836Achtergebleven sectiestoring. Verschillende keren bereden zonder resultaatTrein 703641 gestrand voor sein 70, voorbij het sein richting emplacement gepraat, rijrichting gekeerd en terug laten keren richting Breda.Monteur doet quickscan",10
20,Vry,Vlb,60,3. Hinder,32348,Storing overwegen,sectiestoring,0
27,Std,Gln,720,2. Veel hinder,-2,Spoor of wissels,STD: sectie sto Sec-213T / Spoorweb-id: 997517Knipperende sectiestoring in sectie 213T. Alleen nog EI1 mogelijk naar spoor LA,12
10,Rm,Smz,66,3. Hinder,32237,Storing overwegen,"RM-SM: ovw sto Ovw-48.1 / Spoorweb-id: 990036mcn laten schouwen, snoeiwerkzaamheden langs spoor, aannnemer is onderweg. Relais is vervangen en storing verholpen. ",0
14,Ass,Obpa,49,3. Hinder,4035,STS passage / Bijna Aanrijding,persoon niet meer aangetroffen,0
25,Ana,Sgn,102,3. Hinder,3059,STS passage / Bijna Aanrijding,SGN-HWD: ass hulpdst / Spoorweb-id: 996462,2
4,Vl,Vl,520,3. Hinder,44783,Conflicten/aanpassingen Dienstregeling,Drukte ivm Emmerich sluiting.Afroep Trdl Kaldenkirchen.,0
11,Ashd,Asb,41,3. Hinder,3218,Spoor of wissels,wsl 3251 LL gestoord,0
28,Smvrt,Swk,480,3. Hinder,-2,Gebouwen/kunstwerken,SWK-MP: brug sto / Spoorweb-id: 997845,17
1,Bnc,Bnc,104,3. Hinder,31347,Defect materieel,Deurproblemen,0
7,Mrg,Mrg,120,3. Hinder,77456,Gereedmaken trein/ geen wagenlijst,DB: def mat tr 7454 / Spoorweb-id: 989094,5
19,Apg,Dzw,60,3. Hinder,-2,Spoor of wissels,APG: Spoorverzakking / Spoorweb-id: 993799,0
26,Lwd,Sloe,84,3. Hinder,-2,Spoor of wissels,LWD: sectie sto Sec-1297B-CT / Spoorweb-id: 996997Sectiestoring achtergebleven na 62870 op SC spoor. Dichtgelopen ES-las tussen 1297AT en 1297BT. ,0
20,Brgro,Brmet,423,3. Hinder,44595,Spoor of wissels,BRMET-BRGND: sectie sto / Spoorweb-id: 994226Spontane spoorbezetting in secties 4172AT en 4172BT,0
17,Ehv,Ehs,411,3. Hinder,-2,STS passage / Bijna Aanrijding,Aanrijding met fiets 2982,7
19,Kz,Zzs,78,3. Hinder,4054,(problemen met) Reizigers,WM-ZD: hinder onwel reiz tr 4054 / Spoorweb-id: 993958,2
24,Whzan,Brdv,47,3. Hinder,91222,Spoor of wissels,Sectiestoring op MB,0
7,Bda,Bdpb,361,3. Hinder,1172,Defect materieel,Trein 1172 gestrand ML spoor. Hierdoor meerdere ovw in storing,7
12,Dr,Rh,205,3. Hinder,-2,STS passage / Bijna Aanrijding,Sts passage na  alarmoproep en herroepen sein ivm persoon langs de baan. Technische sts omdat het sein herroepen werd.,6
13,Vdm,Zb,60,3. Hinder,37811,Onregelmatigheden in de uitvoering van BTD,Seinen te Wha komen niet uit de stand stop,0
28,Dvc,Hon,964,2. Veel hinder,1767,Aanrijding,"Aanrijding persoon op overweg 11.7. Trein staat stil op spoor SR bij km 12.2Trein 7067 gestrand op km 6.8, gaat als 29292 terug naar DVTrein 7072 gestrand bij km 18.6 (HON) keert terug naar RSN als 29291",30
22,Mz,Ohze,96,3. Hinder,16444,Spoor of wissels,Knik in het spoor gemeld,3
7,Vl,Vlgr,991,2. Veel hinder,20011,Vertraging veroorzaakt door andere IM / Terminal,"VL-VLGR: hind buurl / Spoorweb-id: 989028storing in duitsland, geen treinverkeers",0
8,Zpge,Zpgea,405,3. Hinder,-2,Energievoorziening (bovenleiding),ZP: stroomvoorziening storing / Spoorweb-id: 989309,16
13,Ns,Hd,50,3. Hinder,686,Defect materieel,"mcn zag flits en voelde doffe dreun. Had wel bvl spanning maar geen spanning in de trein. Mcn gaf aan dat hij niets had waargenomen en kon uiteindelijk zijn rit vervolgen. Mcn 5688 en 587 hebben de beide sporen geschouwd en hebben niets aangetroffen. Trein 686 stond stil voor P828, 5688 voor P830. Geschouwd van km 57.8 (P783) tot 56.4 (P828) met EI6 X90 en EI 8 voor gestoorde ovw 57.1 (treinopvolging).",0
25,Bropo,Brvalw,65,3. Hinder,43325,Spoor of wissels,sectie-storing wsl 4341 ,0
7,Kg,Mp,158,3. Hinder,544,Defect materieel,trein defect ,5
6,Mp,Ddv,487,3. Hinder,-2,Beveiligingsinstallaties,MP: sectie sto Sec-241BT / Spoorweb-id: 988496,14
13,Wha,Kw,785,2. Veel hinder,-2,Beveiligingsinstallaties,"Seinen op WHA komen niet veilig richting ZB, later ook andersom niet. gestopt met rijden, monteurs erbij die het weer hebben kunnen maken",0
6,Ztwo,Apn,438,3. Hinder,8825,Defect materieel,atb problemen,14
30,Aeg,Asdl,75,3. Hinder,28528,Defect materieel,4026 defect,0
13,Krg,Vlk,1183,2. Veel hinder,-2,Spoor of wissels,KRG-GS: sectie sto Sec-903A-13ET / Spoorweb-id: 991199TOBS en ovw 44.0 44.5 in storing,35
17,Mbtwaz,Mbtwan,333,3. Hinder,88853,Defect materieel,Trein is stilgevallen. Oorzaak onbekend maar na reset kon de rijweg hervat worden ,12
7,Hrt,Dn,943,2. Veel hinder,-2,Spoor of wissels,HRT-DN: sectie sto Sec-554D-74AT / Spoorweb-id: 988940,7
8,Dn,Hrt,54,3. Hinder,153,Storing overwegen,Vanwege defect aan P-sein 562 en meerdere treinen op de vrije baan waardoor overweg 21.7 langere tijd dicht ligt.,0
15,Gn,Gn,40,3. Hinder,786,Werkproces rijdend personeel,MCN komt met vertraging aan via leeg mat. Communiceert niet dat hij naar toilet moet. stapt aan de verkeerde kant van de trein in en moet daardoor nog later vertrekken. ,0
14,Ddr,Rtd,60,3. Hinder,5064,Ongeplande buitendienststelling,wsl 977 n.i.c. RL,2
28,Ps,Bott,177,3. Hinder,-2,STS passage / Bijna Aanrijding,melding van Exctincion rebelion op de sporen tussen Pernis en Botlek,0
5,Lek,Htnc,335,3. Hinder,-2,Spoor of wissels,EI-5 met max. 20 km/h vanwege dwarsligger niet functioneel vast bij de bevestiging,11
5,Kfhan,Brda,579,3. Hinder,51407,STS passage / Bijna Aanrijding,RTST: reizigers gedrag tr 5023 / Spoorweb-id: 987940,2
8,Vga,Ht,72,3. Hinder,4457,STS passage / Bijna Aanrijding,Mogelijk suicidaal persoon op empl Ht met fiets op perron 707b/706b.,0
22,Sbk,Sn,90,3. Hinder,3959,Spoor of wissels,MCN 3959 meldt knik in linkerspoorstaaf thv km 8.43972 meldt om 19:00 spoorverzakking bevindt zich tussen km 8.1 en 8.3,2
24,Rvbr,Ssh,70,3. Hinder,3254,STS passage / Bijna Aanrijding,Brugsein 1979 afgevallen. Trein 3254 stoptonend gepasseerd.,2
20,Wd,Hmla,406,3. Hinder,-2,Spoor of wissels,losse spoorbevestigingsmiddelen thv sn 1074 KL spoor,9
5,Ut,Utma,61,3. Hinder,7387,Defect materieel,Kapot.,0
17,Asdma,Asdm,100,3. Hinder,3077,Spoor of wissels,TOBS,0
3,Hfdo,Hfdm,1315,2. Veel hinder,-2,Spoor of wissels,HFD: sectie sto Sec-2101T / Spoorweb-id: 987258,111
9,Gv,Gv,44,3. Hinder,703750,STS passage / Bijna Aanrijding,persoon langs t spoor ,0
8,Kfhaz,Wld,41,3. Hinder,347513,Meetfout / Onduidelijk systeemgedrag,"Trein was meerdere keren over hetzelfde drglpunt ingelegd, wachtte op aanpassing treinnummer",0
2,Zvt,Hlm,2610,1. Zeer veel hinder,25476,Aanpassing DRGL op verzoek van de vervoerder,NSR-TdK,87
21,Brna,Brn,186,3. Hinder,-2,Spoor of wissels,TOBS WSL 1143,6
4,Lw,Grs,102,3. Hinder,37338,STS passage / Bijna Aanrijding,LW: hinder pers op sp / Spoorweb-id: 987579,0
2,Mp,Mpa,660,3. Hinder,-2,Spoor of wissels,Treinen ontkoppeld volgens overleg EP en oorzaak toegewezen aan AM.,27
12,Bnc,Bnz,120,3. Hinder,31405,Defect materieel,AMF-BNVA: def mat tr 31405 / Spoorweb-id: 990723,0
13,Akm,Brdl,968,2. Veel hinder,641,Aanrijding,641 aanrijding persoon,30
27,Rsdg,Rsd,120,3. Hinder,9259,Defect materieel,"RSDG-RSD: def mat tr 9259 / Spoorweb-id: 997685Mcn van trein 9259 meldt een etcs storing, na 2x resetten weer vertrek gereed. tr 9363 stond erachter.",2
26,Rm,Mbt,1618,2. Veel hinder,-2,Spoor of wissels,MBT: sectie sto Sec-806DET / Spoorweb-id: 997019,34
29,Hmta,Zd,60,3. Hinder,702916,(problemen met) Reizigers,ZD: reizigers gedrag tr 702916 / Spoorweb-id: 998229,2
26,IJbz,IJbza,398,3. Hinder,-2,Gebouwen/kunstwerken,Brug komt niet in controle rvo 71096542,6
3,Dv,Ost,70,3. Hinder,-2,Spoor of wissels,"Tobs achtergebleven na trein 3634Sectie DV$707C-9FT, rijrichting en ovw 49.1 gestoord.Terugkerende storing",2
20,Vtn,Utt,623,3. Hinder,-2,Beveiligingsinstallaties,Treinen volgens opgave ontkoppeld en nogmaals aangeboden aan AM.,19
17,Nml,Nm,157,3. Hinder,7632,Defect materieel,NM: def mat tr 7632 / Spoorweb-id: 992878,4
26,Ut,Gvc,90,3. Hinder,2064,Aanpassing DRGL op verzoek van de vervoerder,,3
25,Mvtw,Mvtaho,45,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
20,Vl,Vlgr,60,3. Hinder,20099,Herplanning personeel,,0
27,Rv,Rm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
12,Alm,Asd,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
20,Amf,Amfs,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
24,Zd,Utg,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
17,Hrl,Std,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
12,Asd,Asd,41,3. Hinder,9340,"Overschrijden vertrektijd, rijweg ingesteld",,0
26,Ut,Gdm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,4
30,Asdl,Hfd,104,3. Hinder,4026,Defect materieel,,3
6,Vs,Rsd,90,3. Hinder,6127,Aanpassing DRGL op verzoek van de vervoerder,,2
24,Wdn,Es,60,3. Hinder,7955,Aanpassing DRGL op verzoek van de vervoerder,,0
5,Gv,Rsd,150,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,13
17,Dv,Dvgea,60,3. Hinder,-1,Defect materieel,,3
27,Hrl,Mt,90,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
4,Rv,Rm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
8,Ah,Ww,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
14,Swd,Gn,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
5,Gr,Gr,48,3. Hinder,7116,Defect materieel,,0
24,Zl,Gvc,60,3. Hinder,770,Aanpassing DRGL op verzoek van de vervoerder,,2
24,Ledn,Asd,90,3. Hinder,4655,Aanpassing DRGL op verzoek van de vervoerder,,3
19,Zvo,Zvbtwa,43,3. Hinder,-1,Defect materieel,,0
28,Hrl,Mt,150,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
11,Nm,Vl,90,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
17,Ana,Hdr,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
6,Odzg,Hgl,60,3. Hinder,20352,Aanpassing DRGL op verzoek van de vervoerder,,0
22,Hde,Zl,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
24,Gdm,Ht,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
28,Brvalw,Brvalo,62,3. Hinder,-1,Defect materieel,,0
14,Hrl,Hang,360,3. Hinder,-1,Afwezigheid personeel,,0
12,Mt,Hrl,1230,2. Veel hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
2,Ledn,Vh,90,3. Hinder,1418,Conflicten/aanpassingen Dienstregeling,,3
19,Hgl,Odzg,150,3. Hinder,20387,Aanpassing DRGL op verzoek van de vervoerder,,0
24,Std,Hrl,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
29,Vl,Vlgr,60,3. Hinder,20067,Import vertraging buitenland,,0
5,Ddr,Rtd,120,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,4
18,Rtd,Zl,90,3. Hinder,661,Aanpassing DRGL op verzoek van de vervoerder,,3
29,Rtd,Dhsa,311,3. Hinder,-2,Spoor of wissels,,6
12,Hfdo,Hfd,60,3. Hinder,74349,Afwezigheid personeel,,4
5,Hrl,Hang,60,3. Hinder,-1,(problemen met) Reizigers,,0
9,Rtd,Gd,180,3. Hinder,21426,Aanpassing DRGL op verzoek van de vervoerder,,6
6,Hr,Lw,150,3. Hinder,1839,Aanpassing DRGL op verzoek van de vervoerder,,5
24,Vl,Vlgr,180,3. Hinder,20079,Vertraging veroorzaakt door andere IM / Terminal,,0
23,Mt,Mtr,60,3. Hinder,-1,Defect materieel,,0
6,Gv,Ehv,90,3. Hinder,1121,Aanpassing DRGL op verzoek van de vervoerder,,11
4,Asd,Hlm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
27,Kgs,Ana,338,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,13
28,Ah,Nm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
10,Htda,ONB,120,3. Hinder,-1,Defect materieel,,4
13,Mvtw,Kfhz,173,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
25,Zp,Apd,90,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
4,Amf,Amfs,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
14,Zl,Kpn,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
25,Mrb,Hdb,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
5,Asdmw,Asd,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
21,Lg,Hrl,180,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
23,Ah,Zvg,90,3. Hinder,20053,Import vertraging buitenland,,0
10,Gkgwa,Gkgf,119,3. Hinder,-1,Defect materieel,,2
15,Vlgr,Vl,60,3. Hinder,-1,Defect materieel,,0
11,Bot,Bottha,83,3. Hinder,-1,Defect materieel,,0
10,Amfs,Amf,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
12,Eem,Rd,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
5,Gr,Ddr,210,3. Hinder,7188,Aanpassing DRGL op verzoek van de vervoerder,,0
28,Hang,Hrl,90,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
12,Vl,Vlgr,60,3. Hinder,20097,Aanpassing DRGL op verzoek van de vervoerder,,0
24,Nm,Ah,60,3. Hinder,3168,Aanpassing DRGL op verzoek van de vervoerder,,2
28,Amf,Amfs,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
20,Vlgr,Vl,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
24,Rhn,Vndc,60,3. Hinder,7338,Defect materieel,,2
23,Apn,Gd,60,3. Hinder,8653,Defect materieel,,2
3,Alm,Asd,60,3. Hinder,2636,Aanpassing DRGL op verzoek van de vervoerder,,2
30,Ddr,Gr,60,3. Hinder,7125,Defect materieel,,0
13,Hdr,Ana,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
16,Vl,Vlgr,40,3. Hinder,-1,Samenstellen treinen,,0
3,Tb,Tbu,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
24,Rsd,Rsd,40,3. Hinder,-1,Werkproces rijdend personeel,,0
5,Vlgr,Vl,66,3. Hinder,-1,Werkproces rijdend personeel,,0
16,Hgl,Odzg,180,3. Hinder,20383,Aanpassing DRGL op verzoek van de vervoerder,,0
27,Vl,Vlgr,50,3. Hinder,-1,Vertraging veroorzaakt door andere IM / Terminal,,0
5,Est,Est,49,3. Hinder,-1,Werkproces rijdend personeel,,0
11,Zvt,Hlm,2610,1. Zeer veel hinder,15464,Aanpassing DRGL op verzoek van de vervoerder,,87
12,Std,Rm,60,3. Hinder,3970,Afwezigheid personeel,,2
5,Amf,Amfs,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
8,Ww,Zp,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
30,Zwd,Ddr,60,3. Hinder,-1,Conflicten/aanpassingen Dienstregeling,,6
27,Amf,Amfs,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
27,Vga,Vg,180,3. Hinder,4461,Defect materieel,,5
24,Vry,Nm,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
5,Gvc,Ut,60,3. Hinder,2077,Aanpassing DRGL op verzoek van de vervoerder,,2
4,Dv,Apd,60,3. Hinder,7026,Werkproces rijdend personeel,,2
2,Asdz,Hfd,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
22,Gvc,Ledn,90,3. Hinder,733,Aanpassing DRGL op verzoek van de vervoerder,,4
25,Erp,Bottha,186,3. Hinder,51336,Spoor of wissels,ERP: sectie sto Sec-1123BT / Spoorweb-id: 996362,0
19,Hgl,Hglo,48,3. Hinder,20375,STS passage / Bijna Aanrijding,HGL: STS Passage geen gevaarz tr 20375 / Spoorweb-id: 993887,0
